iter	Logloss	Logloss:use_weights=true	Logloss:use_weights=false
613	0.1472995495	0.1472995495	0.1577647956
614	0.1472352575	0.1472352575	0.1577091748
615	0.1470535904	0.1470535904	0.1575313718
616	0.1468572518	0.1468572518	0.1573627171
617	0.1467384613	0.1467384613	0.1571992796
618	0.1466033808	0.1466033808	0.1570916144
619	0.1465469365	0.1465469365	0.1570321823
620	0.1463732006	0.1463732006	0.1568575773
621	0.1461316922	0.1461316922	0.1565595592
622	0.1460285292	0.1460285292	0.1564437953
623	0.1458524186	0.1458524186	0.1563328387
624	0.1457326173	0.1457326173	0.1561808888
625	0.145645166	0.145645166	0.1561195865
626	0.1455073979	0.1455073979	0.1559686591
627	0.1454352355	0.1454352355	0.1558926754
628	0.1453250352	0.1453250352	0.1557567626
629	0.1451146225	0.1451146225	0.1554866328
630	0.1449706784	0.1449706784	0.1553547
631	0.1447972589	0.1447972589	0.1551537871
632	0.1447346604	0.1447346604	0.1550638353
633	0.1445608953	0.1445608953	0.1549184796
634	0.1444244974	0.1444244974	0.1547789599
635	0.1442255362	0.1442255362	0.1545219461
636	0.1439491209	0.1439491209	0.154152491
637	0.1438672985	0.1438672985	0.1540475754
638	0.1437673271	0.1437673271	0.1539378818
639	0.1436093421	0.1436093421	0.1538182022
640	0.1435362743	0.1435362743	0.1537266556
641	0.1433302312	0.1433302312	0.1535009231
642	0.1432140343	0.1432140343	0.1533706463
643	0.1430984745	0.1430984745	0.1532769795
644	0.1429112436	0.1429112436	0.153092519
645	0.1428323557	0.1428323557	0.1530196037
646	0.1426465053	0.1426465053	0.1528552363
647	0.1425360264	0.1425360264	0.1527323356
648	0.1424665131	0.1424665131	0.1526512503
649	0.1423908151	0.1423908151	0.1525919313
650	0.1421871603	0.1421871603	0.1523889518
651	0.1420250674	0.1420250674	0.152258396
652	0.1419391937	0.1419391937	0.1521813706
653	0.1418091814	0.1418091814	0.1520779959
654	0.1416711624	0.1416711624	0.1519410345
655	0.1415599044	0.1415599044	0.1518470661
656	0.1414521618	0.1414521618	0.1517675306
657	0.1412918937	0.1412918937	0.1516449064
658	0.1411599084	0.1411599084	0.1515492441
659	0.1410091508	0.1410091508	0.1513983543
660	0.1408774377	0.1408774377	0.151301166
661	0.1406840838	0.1406840838	0.1511350738
662	0.1405251813	0.1405251813	0.1509715987
663	0.1404077065	0.1404077065	0.1508390413
664	0.1402604132	0.1402604132	0.1506790912
665	0.1401578011	0.1401578011	0.1505410798
666	0.1400545028	0.1400545028	0.1504458447
667	0.1398125786	0.1398125786	0.1501474729
668	0.1396371462	0.1396371462	0.149950896
669	0.1394891772	0.1394891772	0.1498391829
670	0.1393872692	0.1393872692	0.1497470872
671	0.1392652106	0.1392652106	0.1495818792
672	0.1391361225	0.1391361225	0.1494252204
673	0.1389939787	0.1389939787	0.1492636594
674	0.1387956148	0.1387956148	0.1490275872
675	0.1386726447	0.1386726447	0.1489198055
676	0.1385191341	0.1385191341	0.1487783931
677	0.1383348172	0.1383348172	0.1485389662
678	0.1382622063	0.1382622063	0.1484587145
679	0.1381266824	0.1381266824	0.1483350851
680	0.1379864484	0.1379864484	0.1481429151
681	0.1377782241	0.1377782241	0.1478656119
682	0.1377160641	0.1377160641	0.147789179
683	0.1376629581	0.1376629581	0.1477189339
684	0.1374790534	0.1374790534	0.1475111535
685	0.1374334729	0.1374334729	0.1474606613
686	0.1373942227	0.1373942227	0.1474109813
687	0.1372316277	0.1372316277	0.1471973885
688	0.1371737973	0.1371737973	0.1471279684
689	0.1370188844	0.1370188844	0.1469253105
690	0.1368082732	0.1368082732	0.1467261261
691	0.1366518251	0.1366518251	0.1465806671
692	0.1364657055	0.1364657055	0.1463752572
693	0.136346677	0.136346677	0.1462504886
694	0.1362009568	0.1362009568	0.1460648889
695	0.1361381883	0.1361381883	0.1459838844
696	0.1360567003	0.1360567003	0.1459028529
697	0.1359185997	0.1359185997	0.1457927219
698	0.1358882443	0.1358882443	0.145755086
699	0.1357880434	0.1357880434	0.1456717975
700	0.1355427408	0.1355427408	0.1454429531
701	0.1353849771	0.1353849771	0.1453152771
702	0.1352572983	0.1352572983	0.1451664254
703	0.1350059696	0.1350059696	0.1448945324
704	0.1348882556	0.1348882556	0.1447698414
705	0.1347602904	0.1347602904	0.1446764113
706	0.1345970989	0.1345970989	0.1444847708
707	0.1344450344	0.1344450344	0.1442880363
708	0.1343913663	0.1343913663	0.1442232003
709	0.1343153406	0.1343153406	0.1441331245
710	0.1341628992	0.1341628992	0.1440187897
711	0.1341349794	0.1341349794	0.1439856819
712	0.1340769952	0.1340769952	0.1439233196
713	0.1339300877	0.1339300877	0.1437337972
714	0.1337656262	0.1337656262	0.1435277401
715	0.1336357333	0.1336357333	0.1434016691
716	0.1335450882	0.1335450882	0.1432940849
717	0.1334463523	0.1334463523	0.1432107344
718	0.1333498754	0.1333498754	0.1430884098
719	0.13318151	0.13318151	0.1429672883
720	0.1330703123	0.1330703123	0.1428479769
721	0.1330386834	0.1330386834	0.1428097377
722	0.1329167742	0.1329167742	0.1427147991
723	0.1327483904	0.1327483904	0.142550556
724	0.1326909436	0.1326909436	0.1424830894
725	0.1324988579	0.1324988579	0.1423375325
726	0.1323856574	0.1323856574	0.1422303619
727	0.132262882	0.132262882	0.1420622565
728	0.1321269896	0.1321269896	0.141875488
729	0.1320519662	0.1320519662	0.141795615
730	0.1319195874	0.1319195874	0.1416693158
731	0.1318825526	0.1318825526	0.1416272642
732	0.1317437407	0.1317437407	0.1414553758
733	0.131635479	0.131635479	0.1413054245
734	0.1316023576	0.1316023576	0.141264872
735	0.1314195774	0.1314195774	0.1410839061
736	0.1313442353	0.1313442353	0.1409917979
737	0.1312153963	0.1312153963	0.1408812606
738	0.131039232	0.131039232	0.1406943003
739	0.1308982974	0.1308982974	0.1405696972
740	0.1307622914	0.1307622914	0.1404667531
741	0.1306840391	0.1306840391	0.1403664675
742	0.1305671075	0.1305671075	0.1402400184
743	0.130397897	0.130397897	0.1400904236
744	0.1301785665	0.1301785665	0.1397691021
745	0.1301532857	0.1301532857	0.1397386154
746	0.1300905009	0.1300905009	0.1396627108
747	0.1299074244	0.1299074244	0.1394700438
748	0.1297477628	0.1297477628	0.1392631051
749	0.1295965516	0.1295965516	0.1390643725
750	0.1295384051	0.1295384051	0.1389977849
751	0.1293556279	0.1293556279	0.138849879
752	0.1292331186	0.1292331186	0.1387242351
753	0.129086929	0.129086929	0.1386209032
754	0.1289770019	0.1289770019	0.1385097413
755	0.1287973524	0.1287973524	0.13829625
756	0.1286980351	0.1286980351	0.1382102682
757	0.1285273238	0.1285273238	0.1380642533
758	0.1284049348	0.1284049348	0.1379510306
759	0.1283671386	0.1283671386	0.1379116799
760	0.1282358481	0.1282358481	0.1378188852
761	0.1280176068	0.1280176068	0.1375072531
762	0.1278361091	0.1278361091	0.1373929081
763	0.1277250573	0.1277250573	0.1373133881
764	0.1275611195	0.1275611195	0.137218614
765	0.1274076111	0.1274076111	0.137078037
766	0.1272979414	0.1272979414	0.1369767188
767	0.1271522845	0.1271522845	0.1368883961
768	0.126987419	0.126987419	0.1367300841
769	0.1268197126	0.1268197126	0.1365560428
770	0.1267375602	0.1267375602	0.1364665523
771	0.1266422133	0.1266422133	0.1363659403
772	0.1265441178	0.1265441178	0.1363007893
773	0.1264015594	0.1264015594	0.1361663417
774	0.1261783038	0.1261783038	0.13599051
775	0.1260842717	0.1260842717	0.1359050482
776	0.1259822181	0.1259822181	0.1358237361
777	0.1258762759	0.1258762759	0.1356832492
778	0.1257497672	0.1257497672	0.1355638492
779	0.125677069	0.125677069	0.135480708
780	0.1255758116	0.1255758116	0.1353619359
781	0.1254311532	0.1254311532	0.1351607635
782	0.1253352518	0.1253352518	0.1350675346
783	0.1252266618	0.1252266618	0.134944913
784	0.1251060284	0.1251060284	0.1348245696
785	0.1250164323	0.1250164323	0.13470536
786	0.1249604399	0.1249604399	0.1346338463
787	0.1249007356	0.1249007356	0.1345546553
788	0.1247874411	0.1247874411	0.1344542729
789	0.1247143883	0.1247143883	0.1343787039
790	0.1246773805	0.1246773805	0.13433704
791	0.1245877792	0.1245877792	0.1342695152
792	0.1244204623	0.1244204623	0.1341360542
793	0.1242815891	0.1242815891	0.1339721783
794	0.124170659	0.124170659	0.1338617282
795	0.1239810984	0.1239810984	0.1337174034
796	0.1238236914	0.1238236914	0.1334964156
797	0.1236968799	0.1236968799	0.1333898465
798	0.1235656099	0.1235656099	0.1332843651
799	0.1233667231	0.1233667231	0.1330985411
800	0.1232255132	0.1232255132	0.1329469822
801	0.1230973785	0.1230973785	0.1328664664
802	0.1229860873	0.1229860873	0.1327140696
803	0.1228631742	0.1228631742	0.1325726287
804	0.122700482	0.122700482	0.1324437333
805	0.1225877171	0.1225877171	0.1323339328
806	0.1224684285	0.1224684285	0.1322183927
807	0.1224374651	0.1224374651	0.1321830982
808	0.1223413329	0.1223413329	0.1321009561
809	0.122218814	0.122218814	0.1320154166
810	0.1220583948	0.1220583948	0.1318555979
811	0.1219302705	0.1219302705	0.1317178317
812	0.1218527329	0.1218527329	0.1316143382
813	0.121728947	0.121728947	0.1314980764
814	0.1215845125	0.1215845125	0.1313570167
815	0.121543951	0.121543951	0.1313120939
816	0.1214335048	0.1214335048	0.1311700617
817	0.1213327924	0.1213327924	0.131032191
818	0.1211892941	0.1211892941	0.1308518675
819	0.1209973489	0.1209973489	0.1306524924
820	0.1208758499	0.1208758499	0.1305122562
821	0.1208131232	0.1208131232	0.130439915
822	0.1206469377	0.1206469377	0.1302459463
823	0.1204955	0.1204955	0.1301271595
824	0.120378858	0.120378858	0.1300432022
825	0.1202110673	0.1202110673	0.1298311314
826	0.1201829751	0.1201829751	0.1297992988
827	0.1200948769	0.1200948769	0.129692436
828	0.119967933	0.119967933	0.1295962329
829	0.1198683313	0.1198683313	0.1294840141
830	0.119679251	0.119679251	0.1292969075
831	0.1195728297	0.1195728297	0.1291661709
832	0.1194075678	0.1194075678	0.1290011949
833	0.1192948845	0.1192948845	0.1289044738
834	0.1192216454	0.1192216454	0.1288273438
835	0.119142555	0.119142555	0.128774483
836	0.1190635732	0.1190635732	0.1286783859
837	0.118950698	0.118950698	0.1285346583
838	0.1188606813	0.1188606813	0.1284285945
839	0.1187433526	0.1187433526	0.1282655654
840	0.1186369207	0.1186369207	0.128141884
841	0.1184853729	0.1184853729	0.1280268366
842	0.1184007991	0.1184007991	0.1279632694
843	0.1183690071	0.1183690071	0.1279297828
844	0.1182688197	0.1182688197	0.1278265904
845	0.1180940348	0.1180940348	0.1275781506
846	0.1179438	0.1179438	0.1274347168
847	0.1178780525	0.1178780525	0.1273649982
848	0.1177512297	0.1177512297	0.1272536197
849	0.1176852494	0.1176852494	0.1272127286
850	0.1175415592	0.1175415592	0.1270901113
851	0.117451376	0.117451376	0.127010334
852	0.1173754601	0.1173754601	0.1269215317
853	0.1172860306	0.1172860306	0.1268166289
854	0.1171981449	0.1171981449	0.1267346143
855	0.1171220851	0.1171220851	0.1266511741
856	0.1169755989	0.1169755989	0.1265011174
857	0.1168720698	0.1168720698	0.1264145768
858	0.1168305926	0.1168305926	0.1263719475
859	0.1167643931	0.1167643931	0.1263033349
860	0.1166682208	0.1166682208	0.126174253
861	0.1165616051	0.1165616051	0.12607363
862	0.116478934	0.116478934	0.1260021319
863	0.1163537892	0.1163537892	0.1258442109
864	0.1162287258	0.1162287258	0.1256646937
865	0.1161111888	0.1161111888	0.1255303862
866	0.1160111279	0.1160111279	0.1254289467
867	0.1159222901	0.1159222901	0.1253624336
868	0.1157951873	0.1157951873	0.1252439616
869	0.1157100146	0.1157100146	0.1251939284
870	0.1156430778	0.1156430778	0.1250993189
871	0.1155476699	0.1155476699	0.1250211234
872	0.1155216749	0.1155216749	0.1249948871
873	0.1154017523	0.1154017523	0.1249035629
874	0.1152839249	0.1152839249	0.1248238563
875	0.1152479349	0.1152479349	0.1247727971
876	0.1151541273	0.1151541273	0.1246859526
877	0.1150996597	0.1150996597	0.1246239692
878	0.1149998871	0.1149998871	0.1245542434
879	0.1149712667	0.1149712667	0.1245232821
880	0.1149080467	0.1149080467	0.1244311513
881	0.1148300973	0.1148300973	0.1243520908
882	0.1147264661	0.1147264661	0.1242113694
883	0.1146500696	0.1146500696	0.1241291279
884	0.1145213318	0.1145213318	0.1239872859
885	0.1144164988	0.1144164988	0.1238761599
886	0.1143548531	0.1143548531	0.1238239679
887	0.1141952891	0.1141952891	0.1236117783
888	0.1140529645	0.1140529645	0.1234886133
889	0.1139777502	0.1139777502	0.123415111
890	0.1138921194	0.1138921194	0.1233376172
891	0.1137353239	0.1137353239	0.1231711483
892	0.1136410561	0.1136410561	0.1230715565
893	0.1135473047	0.1135473047	0.1229663893
894	0.1134369317	0.1134369317	0.1228409887
895	0.1133866756	0.1133866756	0.1227967478
896	0.1133004835	0.1133004835	0.122728612
897	0.1131653186	0.1131653186	0.1225621164
898	0.1130834922	0.1130834922	0.1224983465
899	0.1129695239	0.1129695239	0.122374
900	0.112932798	0.112932798	0.1223304236
901	0.1127870995	0.1127870995	0.1221810358
902	0.1127142206	0.1127142206	0.122131946
903	0.1125979383	0.1125979383	0.1220164335
904	0.1124829487	0.1124829487	0.1219279624
905	0.112399954	0.112399954	0.1218607951
906	0.112264523	0.112264523	0.1216862437
907	0.1121762302	0.1121762302	0.1215939617
908	0.1121405233	0.1121405233	0.1215585859
909	0.112085938	0.112085938	0.121507068
910	0.112059318	0.112059318	0.1214816995
911	0.1120122092	0.1120122092	0.1214305804
912	0.1119017106	0.1119017106	0.1212980327
913	0.1118171738	0.1118171738	0.1212179176
914	0.1117441803	0.1117441803	0.121129619
915	0.1117252326	0.1117252326	0.121109874
916	0.1116455952	0.1116455952	0.1210368693
917	0.1116049352	0.1116049352	0.120980896
918	0.1115832089	0.1115832089	0.1209592047
919	0.1114956775	0.1114956775	0.1208487751
920	0.1113923698	0.1113923698	0.1207180256
921	0.1113290868	0.1113290868	0.120677914
922	0.1112855301	0.1112855301	0.1206283301
923	0.1111825138	0.1111825138	0.1205455239
924	0.1111158863	0.1111158863	0.120461297
925	0.1110622549	0.1110622549	0.1203949694
926	0.1109527133	0.1109527133	0.1203010149
927	0.1108417002	0.1108417002	0.1202175063
928	0.1107970354	0.1107970354	0.120163442
929	0.1106523346	0.1106523346	0.1199899014
930	0.1105817513	0.1105817513	0.1199283342
931	0.1105335067	0.1105335067	0.1198671357
932	0.1103430569	0.1103430569	0.1196744101
933	0.1102016996	0.1102016996	0.119530452
934	0.1100910955	0.1100910955	0.1193910112
935	0.1099518749	0.1099518749	0.1192796612
936	0.1098410518	0.1098410518	0.1191413981
937	0.1097500059	0.1097500059	0.1190616114
938	0.1096728467	0.1096728467	0.1189975055
939	0.1095668032	0.1095668032	0.1188607503
940	0.1095441911	0.1095441911	0.1188327695
941	0.1094154379	0.1094154379	0.1187298433
942	0.1092934996	0.1092934996	0.1185911946
943	0.1092150619	0.1092150619	0.1185087753
944	0.1091366495	0.1091366495	0.1184152798
945	0.1090926101	0.1090926101	0.1183522392
946	0.1089485382	0.1089485382	0.1182279136
947	0.1088418305	0.1088418305	0.1181322012
948	0.108810655	0.108810655	0.11809006
949	0.108679248	0.108679248	0.1179483863
950	0.1085598626	0.1085598626	0.1178547474
951	0.1084944284	0.1084944284	0.1177731158
952	0.1083854065	0.1083854065	0.117680545
953	0.1083310998	0.1083310998	0.1176232353
954	0.1082015231	0.1082015231	0.1174600085
955	0.1081287279	0.1081287279	0.1173910809
956	0.1080228894	0.1080228894	0.1172856361
957	0.1079621788	0.1079621788	0.1172232918
958	0.1078689903	0.1078689903	0.1171293088
959	0.1077657514	0.1077657514	0.1170134227
960	0.1076224573	0.1076224573	0.1168754722
961	0.1074729465	0.1074729465	0.1166639162
962	0.107364674	0.107364674	0.116508046
963	0.1072345965	0.1072345965	0.1163854666
964	0.1071336581	0.1071336581	0.1162565488
965	0.1070530997	0.1070530997	0.1161693572
966	0.1069579449	0.1069579449	0.1160811203
967	0.1068211294	0.1068211294	0.1159131972
968	0.106773951	0.106773951	0.1158530335
969	0.1066851854	0.1066851854	0.1157404707
970	0.1065769223	0.1065769223	0.1156206554
971	0.1064939929	0.1064939929	0.1155551253
972	0.1063662891	0.1063662891	0.1154486787
973	0.1062604826	0.1062604826	0.1153678888
974	0.1062190963	0.1062190963	0.1153118949
975	0.1061559508	0.1061559508	0.1152528516
976	0.1060323334	0.1060323334	0.1151015483
977	0.1059133146	0.1059133146	0.1149814632
978	0.1058072236	0.1058072236	0.1148895551
979	0.1056115778	0.1056115778	0.114736579
980	0.105475531	0.105475531	0.1146514847
981	0.1052919971	0.1052919971	0.114433661
982	0.1051550067	0.1051550067	0.1142360741
983	0.1050888711	0.1050888711	0.114186284
984	0.104953356	0.104953356	0.1140594403
985	0.1048565529	0.1048565529	0.1139841151
986	0.1047048546	0.1047048546	0.1138352801
987	0.1046457495	0.1046457495	0.113791739
988	0.1045855584	0.1045855584	0.1137188638
989	0.1044961321	0.1044961321	0.1136086334
990	0.1043530909	0.1043530909	0.1134638095
991	0.1041941984	0.1041941984	0.1132856244
992	0.1040210304	0.1040210304	0.1130498969
993	0.1039072782	0.1039072782	0.1129590669
994	0.1037726859	0.1037726859	0.112841768
995	0.1036960738	0.1036960738	0.1127646333
996	0.103636166	0.103636166	0.1127231027
997	0.1035547859	0.1035547859	0.1126565858
998	0.1034586778	0.1034586778	0.1125774496
999	0.1033281287	0.1033281287	0.1124189445
